text,labels
2. The singular value decomposition UTAV = Σ. The diagonal matrix Σ has the same,computations
"shape as A, and its entries (the singular values) are the square roots of the eigenval-",computations
ues of ATA. Since Householder transformations can only prepare for the eigenvalue,computations
"problem, we cannot expect them to produce Σ. Instead, they stably produce a bidi-",computations
"agonal matrix, with zeros everywhere except along the main diagonal and the one",computations
"The ﬁrst step toward the SVD is exactly as in QR above: x is the ﬁrst column of A,",computations
and H1x is zero below the pivot. The next step is to multiply on the right by an H(1),computations
Chapter 7 Computations with Matrices,computations
which will produce zeros as indicated along the ﬁrst row:,computations
A → H1A =,computations
∗ ∗ ∗ ∗,computations
0 ∗ ∗ ∗,computations
0 ∗ ∗ ∗,computations
�� → H1AH(1) =,computations
∗ ∗ 0 0,computations
0 ∗ ∗ ∗,computations
0 ∗ ∗ ∗,computations
Then two ﬁnal Householder transformations quickly achieve the bidiagonal form:,computations
∗ ∗ 0 0,computations
0 ∗ ∗ ∗,computations
0 0 ∗ ∗,computations
∗ ∗ 0 0,computations
0 ∗ ∗ 0,computations
0 0 ∗ ∗,computations
The QR Algorithm for Computing Eigenvalues,computations
"The algorithm is almost magically simple. It starts with A0, factors it by Gram-Schmidt",computations
"into Q0R0, and then reverses the factors: A1 = R0Q0. This new matrix A1 is similar to",computations
the original one because Q−1,computations
0 A0Q0 = Q−1,computations
0 (Q0R0)Q0 = A1. So the process continues with,computations
no change in the eigenvalues:,computations
All Ak are similar,computations
"This equation describes the unshifted QR algorithm, and almost always Ak approaches a",computations
"triangular form, Its diagonal entries approach its eigenvalues, which are also the eigen-",computations
"values of A0. If there was already some processing to obtain a tridiagonal form, then A0",computations
is connected to the absolutely original A by Q−1AQ = A0.,computations
"As it stands, the QR algorithm is good but not very good. To make it special, it needs",computations
"two reﬁnements: We must allow shifts to Ak − αkI, and we must ensure that the QR",computations
factorization at each step is very quick.,computations
1. The Shifted Algorithm.,computations
"If the number αk is close to an eigenvalue, the step in",computations
equation (5) should be shifted immediately by αk (which changes Qk and Rk):,computations
Ak = αkI = QkRk,computations
Ak+1 = RkQk +αkI.,computations
This matrix Ak+1 is similar to Ak (always the same eigenvalues):,computations
k AkQk = Q−1,computations
k (QkRk +αkI)Qk = Ak+1.,computations
"What happens in practice is that the (n,n) entry of Ak—the one in the lower right-hand",computations
corner—is the ﬁrst to approach an eigenvalue. That entry is the simplest and most pop-,computations
"ular choice for the shift αk. Normally this produces quadratic convergence, and in the",computations
"symmetric case even cubic convergence, to the smallest eigenvalue. After three or four",computations
7.3 Computation of Eigenvalues,computations
"steps of the shifted algorithm, the matrix Ak looks like this:",computations
We accept the computed λ ′,computations
1 as a very close approximation to the true λ1. To ﬁnd the,computations
"next eigenvalue, the QR algorithm continues with the smaller matrix (3 by 3, in the",computations
illustration) in the upper left-hand corner. Its subdiagonal elements will be somewhat,computations
"reduced by the ﬁrst QR steps, and another two steps are sufﬁcient to ﬁnd λ2. This gives",computations
"a systematic procedure for ﬁnding all the eigenvalues. In fact, the QR method is now",computations
completely described. It only remains to catch up on the eigenvectors—that is a single,computations
inverse power step—and to use the zeros that Householder created.,computations
"2. When A0 is tridiagonal or Hessenberg, each QR step is very fast. The Gram-Schmidt",computations
process (factoring into QR) takes O(n3) operations for a full matrix A. For a Hessenberg,computations
"matrix this becomes O(n2), and for a tridiagonal matrix it is O(n). Fortunately, each new",computations
Ak is again in Hessenberg or tridiagonal form:,computations
∗ ∗ ∗ ∗,computations
∗ ∗ ∗ ∗,computations
0 ∗ ∗ ∗,computations
0 0 ∗ ∗,computations
∗ ∗ ∗ ∗,computations
0 ∗ ∗ ∗,computations
0 0 ∗ ∗,computations
0 0 0 ∗,computations
You can easily check that this multiplication leaves Q0 with the same three zeros as A0.,computations
Hessenberg times triangular is Hessenberg. So is triangular times Hessenberg:,computations
A1 = R0Q0 =,computations
∗ ∗ ∗ ∗,computations
0 ∗ ∗ ∗,computations
0 0 ∗ ∗,computations
0 0 0 ∗,computations
∗ ∗ ∗ ∗,computations
∗ ∗ ∗ ∗,computations
0 ∗ ∗ ∗,computations
0 0 ∗ ∗,computations
"The symmetric case is even better, since A1 = Q−1",computations
0 A0Q0 = QT,computations
0A0Q0 stays symmetric. By,computations
"the reasoning just completed, A1 is also Hessenberg. So A1 must be tridiagonal. The",computations
"same applies to A2,A3,..., and every QR step begins with a tridiagonal matrix.",computations
"The last point is the factorization itself, producing the Qk and Rk from each Ak (or",computations
"really from Ak − αkI). We may use Householder again, but it is simpler to annihilate",computations
each subdiagonal element in turn by a “plane rotation” Pij. The ﬁrst is P21:,computations
Rotation to kill a21,computations
Chapter 7 Computations with Matrices,computations
"The (2,1) entry in this product is a11sinθ + a21cosθ, and we choose the angle θ that",computations
"makes this combination zero. The next rotation P32 is chosen in a similar way, to remove",computations
"the (3,2) entry of P32P21Ak. After n−1 rotations, we have R0:",computations
Rk = Pn n−1···P32P21Ak.,computations
Books on numerical linear algebra give more information about this remarkable algo-,computations
rithm in scientiﬁc computing. We mention one more method—Arnoldi in ARPACK—,computations
"for large sparse matrices. It orthogonalizes the Krylov sequence x,Ax,A2x,... by Gram-",computations
"Schmidt. If you need the eigenvalues of a large matrix, don’t use det(A−λI)!",computations
1. For the matrix A =,computations
"with eigenvalues λ1 = 1 and λ2 = 3, apply the power",computations
method uk+1 = Auk three times to the initial guess u0 =,computations
. What is the limiting,computations
2. For the same A and the initial guess u0 =,computations
", compare three inverse power steps to",computations
one shifted step with α = uT,computations
uk+1 = A−1uk = 1,computations
"The limiting vector u∞ is now a multiple of the other eigenvector (1,1).",computations
3. Explain why |λn/λn−1| controls the convergence of the usual power method. Con-,computations
struct a matrix A for which this method does not converge.,computations
4. The Markov matrix A =,computations
"has λ = 1 and .6, and the power method uk = Aku0",computations
. Find the eigenvectors of A−1. What does the inverse power,computations
method u−k = A−ku0 converge to (after you multiply by .6k)?,computations
"5. Show that for any two different vectors of the same length, ∥x∥ = ∥y∥, the House-",computations
holder transformation with v = x−y gives Hx = y and Hy = x.,computations
"6. Compute σ = ∥x∥, v = x+σz, and H = I −2vvT/vTv, Verify Hx = −σz:",computations
"7. Using Problem 6, ﬁnd the tridiagonal HAH−1 that is similar to",computations
7.4 Iterative Methods for Ax = b,computations
8. Show that starting from A0 =,computations
